# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-133.29548589085158,68.4446897285284,260.69852259417263,0.003835848358667887,0.0,0.0
 0.014863602919982365,0.0005523167294072708,0.037159007299955915,2.5000000000000004,-133.29548589085158,68.52882169272534,260.69852259417263,0.003835848358667887,0.0,0.0
 0.022436862651433857,0.0012585320140982687,0.09325116392854053,7.406606747638112,-123.88513725126062,68.61295365692229,130.58605934827412,0.00765778525664054,1242.5757168356563,164074.09238524878
 0.029185281269043944,0.002129451606883018,0.12905535980119448,5.305568297026273,-117.98235635363936,68.69708562111923,72.46189887621905,0.013800355987195714,874.6909805236277,-54514.213945179494
 0.03560899376405297,0.0031700010922209084,0.1619856875827423,5.12637011807944,-114.0135628274651,68.78121758531616,43.77293399303414,0.02284516729354117,617.8348625125835,-39985.61862950923
 0.04186831612625455,0.0043823897381199675,0.1936932747257689,5.065658118920425,-111.18808219393074,68.8653495495131,28.27068083043603,0.03537233524717263,451.4035977115816,-26589.342291433506
 0.04803098638851195,0.0057674391336335505,0.22474825628691622,5.039208693565868,-109.08430946429085,68.94948151371004,19.245778750189746,0.05195944591175044,341.3735669948474,-17854.27842709695
 0.05413020814895087,0.007325198585621869,0.2554029863436572,5.02600680230636,-107.46173423710513,69.03361347790698,13.66460479015968,0.07318177256909267,266.02987904295543,-12353.00025334216
 0.06018390740006447,0.009055256774848837,0.28578528887253823,5.01879945940362,-106.1746509814645,69.11774544210392,10.038850587518278,0.09961299765167755,212.61103372518386,-8824.165704621844
 0.0662024526189288,0.010956911831903783,0.3159659000474831,5.014602379383595,-105.13018516476603,69.20187740630087,7.585746795686741,0.13182617703092864,173.54124272834605,-6491.567243588813
 0.07219216038177588,0.013029270051470126,0.3459865325017615,5.01203625333613,-104.26656171365886,69.28600937049781,5.868722007646626,0.17039484894616821,144.18457215292804,-4901.185790317084
 0.07815703727877467,0.015271306190489432,0.37587299415137637,5.0104071158035435,-103.54119281919624,69.37014133469474,4.631897315100915,0.21589425066479764,121.60668308638314,-3785.1391497961863
 0.08409970727568324,0.017681901909639017,0.40564186138614455,5.009342139182258,-102.92381309971898,69.45427329889168,3.718818207688545,0.26890263093058164,103.88928205645195,-2981.3873291210743
 0.09002193329173132,0.020259871183952307,0.4353041014185366,5.00863019277095,-102.39234796099142,69.53840526308862,3.0302786361340797,0.3300026565463841,89.74077269044082,-2389.0525838884614
 0.09592492403544742,0.02300397762801589,0.4648671433179466,5.008146409662034,-101.93033152046743,69.62253722728556,2.5013574936963687,0.3997829188830801,78.26819667908279,-1943.519227701806
 0.10180952141874673,0.02591294662878562,0.49433611363548524,5.0078141966301,-101.52523912494009,69.7066691914825,2.0883822287164864,0.4788395468269221,68.83944119558475,-1602.2770751074938
 0.10767631873857773,0.028985474042729463,0.5237146003933113,5.007585085395848,-101.1673791065692,69.79080115567945,1.7612519471717167,0.5677779386451989,60.99750832728729,-1336.6633344891745
 0.1135257372746362,0.032220232559374305,0.5530051400330345,5.007427568939201,-100.8491373214659,69.87493311987639,1.498768108447931,0.6672146240391805,54.40571283137253,-1126.9146591716676
 0.11935807713385892,0.03561587644273053,0.5822095360212375,5.007320679713466,-100.56445046674833,69.95906508407332,1.2857118163327996,0.7777792716040149,48.81177393450323,-959.1243020626738
 0.1251735517140277,0.03917104512176091,0.611329072119717,5.0072501731465575,-100.30843145827441,70.04319704827026,1.1109668586921944,0.9001168596308786,44.02375162071065,-823.3244334211541
 0.1309723114998644,0.04288436594904378,0.6403646580347301,5.007206193629814,-100.07709813140761,70.1273290124672,0.9662862463031834,1.0348900274900927,39.89358680313669,-712.2496827100439
 0.1367544607656815,0.04675445634828081,0.669316930663865,5.007181810454961,-99.86717355517955,70.21146097666414,0.8454646008019755,1.1827816316040176,36.30563075724917,-620.5229026339372
 0.14252006947232598,0.05077992550599155,0.6981863255950175,5.007172078445503,-99.67593688152128,70.29559294086108,0.7437722844345149,1.3444975309348792,33.168514095983944,-544.1084924216095
 0.14826918185331409,0.0549593757186278,0.7269731283141009,5.007173422853808,-99.50111044155543,70.37972490505803,0.6575617912885506,1.5207696268975899,30.40929249252478,-479.9387141193672
 0.15400182268522342,0.05929140347592748,0.7556775113463438,5.007183229144064,-99.34077322948487,70.46385686925497,0.5839896220627396,1.7123591965005283,27.969171063025417,-425.6539875857966
 0.1597180019159964,0.06377460034009555,0.784299561503048,5.00719956481033,-99.19329386103097,70.54798883345191,0.5208169081355769,1.9200605517585925,25.800340139781696,-379.419685017546
 0.16541771811418468,0.06840755366525963,0.8128393000754515,5.007220987858142,-99.05727808446476,70.63212079764884,0.4662645774506196,2.1447050630945825,23.86360510536196,-339.79499453592905
 0.171100961061924,0.07318884719078504,0.84129669794027,5.007246413095595,-98.93152729254896,70.71625276184578,0.41890683941668433,2.387165607972577,22.126590939743153,-305.63785176731875
 0.1767677137195194,0.07811706153406489,0.8696716869536079,5.0072750176074035,-98.81500543999923,70.80038472604272,0.3775919574875614,2.6483614922675938,20.562367830461085,-276.0351834282838
 0.18241795372446765,0.08319077460255503,0.8979641686099702,5.007306173115654,-98.70681244697423,70.88451669023966,0.3413826929700207,2.929263904095505,19.148388905651004,-250.2511262480495
